epoch,acc,loss,val_acc,val_loss
0,0.5203199999809265,1.4280698357963562,0.7049,0.9289934520721436
1,0.703080000038147,0.8682273743438721,0.7907,0.5802937911987305
2,0.7480000000190735,0.7346852631759644,0.8188,0.5107780073165894
3,0.7714599999809265,0.6562696810722352,0.8324,0.4743317501068115
4,0.7898000000190735,0.6038572148132324,0.8452,0.43558101596832277
5,0.8056000000190735,0.5600694097137451,0.8557,0.4082808834075928
6,0.8158600000190734,0.5277453670501709,0.8629,0.3842846302986145
7,0.82626,0.4975870698261261,0.8694,0.3672805716514587
8,0.8341399999809265,0.47846965673446656,0.8748,0.3492651437759399
9,0.839759999961853,0.45875068535804747,0.8778,0.33915190258026123
10,0.8469800000190735,0.44028953718185426,0.8823,0.32472487564086916
11,0.851960000038147,0.42484316632270813,0.8851,0.31567485036849974
12,0.855659999961853,0.41176583808898926,0.8894,0.3033272798538208
13,0.8578200000190734,0.4027911035728455,0.8907,0.2985973859786987
14,0.862360000038147,0.39035966280937195,0.8937,0.2877128468513489
15,0.8670599999809265,0.37878258756637573,0.896,0.28307027859687806
16,0.87026,0.37052091066360476,0.8982,0.27654792056083677
17,0.8728400000190735,0.3630855533885956,0.9006,0.272642893743515
18,0.87418,0.3584598982810974,0.9008,0.2685101511955261
19,0.8784399999809265,0.3482940532398224,0.9027,0.2633253463745117
20,0.8797199999809265,0.3443186027431488,0.9051,0.2611460876941681
21,0.8817999999809265,0.33912157357215883,0.9061,0.25665280818939207
22,0.88304,0.3312875940322876,0.908,0.25249645957946776
23,0.885620000038147,0.32741264046669005,0.9081,0.24749344892501832
24,0.88582,0.3257428004360199,0.909,0.24558439092636108
25,0.887599999961853,0.3170453731536865,0.9104,0.2442756413459778
26,0.889500000038147,0.3119481273937225,0.9114,0.24122082958221436
27,0.8899800000381469,0.3099417819881439,0.9127,0.23657086305618286
28,0.890940000038147,0.30617061900138853,0.9147,0.23306939306259156
29,0.892680000038147,0.3001317726135254,0.9152,0.23143922624588012
30,0.89332,0.29970779650688173,0.9155,0.23008745126724242
31,0.895560000038147,0.2942207988548279,0.9166,0.22659161081314086
32,0.8971000000190735,0.2885807438611984,0.9174,0.2247988555908203
33,0.8962399999809265,0.2912632369422913,0.9172,0.22364087920188905
34,0.897940000038147,0.2847925365447998,0.9197,0.2204231526374817
35,0.900139999961853,0.2831832214450836,0.9178,0.22216992874145508
36,0.9011600000190735,0.2789647501850128,0.9188,0.21840937299728394
37,0.901880000038147,0.2763715834712982,0.9198,0.2169855945110321
38,0.9033399999809265,0.27084750230789184,0.9198,0.216628341960907
39,0.9039399999809266,0.2696356680965424,0.9197,0.2143961956501007
40,0.904140000038147,0.26802167506694796,0.9229,0.21226028270721436
41,0.905780000038147,0.2627360495471954,0.923,0.21025112195014953
42,0.906000000038147,0.2620136744213104,0.9224,0.2086364351272583
43,0.906459999961853,0.26265705187797544,0.9221,0.2083956190109253
44,0.905940000038147,0.2599588593387604,0.9232,0.2064304301738739
45,0.906219999961853,0.258784179353714,0.9227,0.2098976001262665
46,0.9089199999809265,0.25499495451927184,0.9241,0.2063980363368988
47,0.9085600000190734,0.2527865029525757,0.9246,0.20368322234153746
48,0.911359999961853,0.2491866423892975,0.9249,0.2023945613861084
49,0.909120000038147,0.24949643778800965,0.9255,0.2021853735923767
50,0.9117000000190735,0.24458980093955993,0.9256,0.20160771594047547
51,0.9128399999809265,0.24485482501983644,0.9245,0.19931472735404968
52,0.91252,0.2406302131986618,0.9251,0.19880460982322692
53,0.9140000000190734,0.2395091703891754,0.9252,0.19830073285102845
54,0.9141999999809265,0.2379988435268402,0.9267,0.19765152053833007
55,0.9158400000381469,0.23544681423187255,0.9268,0.1963335735797882
56,0.91476,0.23439246397018432,0.9277,0.1951574764251709
57,0.915759999961853,0.2319684602355957,0.9279,0.19452034330368043
58,0.91664,0.23048264938354493,0.9284,0.19341307697296142
59,0.918600000038147,0.2278679619884491,0.9273,0.19399520149230956
60,0.91764,0.22767587914466858,0.9289,0.19240758624076842
61,0.919340000038147,0.22395838500022888,0.9307,0.19045918684005736
62,0.91814,0.224099089679718,0.9284,0.18947645940780639
63,0.9187599999809265,0.22220770888328553,0.9292,0.19118477783203125
64,0.919700000038147,0.22029376791477204,0.9301,0.19094678249359132
65,0.9209400000190735,0.21855305792331695,0.9307,0.19032972235679627
66,0.921640000038147,0.21774627203464508,0.9292,0.18829165000915526
67,0.9214200000190735,0.2177313465499878,0.9302,0.18917560548782347
68,0.922799999961853,0.2132919147968292,0.9309,0.18729454264640807
69,0.9231799999809265,0.21411104348182677,0.9297,0.19038778595924377
70,0.9237800000190735,0.20908558815956116,0.9296,0.18783830671310425
71,0.924240000038147,0.20778563283443452,0.9311,0.18800331664085387
72,0.9249000000190735,0.20800358640670777,0.9322,0.18562742404937743
73,0.9242799999618531,0.20789645582675934,0.9319,0.18534880952835084
74,0.927259999961853,0.2040103380918503,0.9327,0.1847619569301605
75,0.926460000038147,0.20274973136901855,0.9332,0.18272435069084167
76,0.9261799999809265,0.20468392879486083,0.933,0.18342057247161866
77,0.926480000038147,0.19996034021377562,0.9338,0.18241360068321227
78,0.9273000000190735,0.19878232970237733,0.9336,0.18221708507537843
79,0.9286199999618531,0.19709240457057953,0.9326,0.18108241119384766
80,0.9287200000381469,0.1966364120054245,0.9318,0.18354714574813843
81,0.9292599999809266,0.19506890099048615,0.9326,0.1829583956718445
82,0.92954,0.19471108016490937,0.932,0.18295601077079773
83,0.9307800000190735,0.1926353168964386,0.9336,0.18320961647033693
84,0.9297400000381469,0.19460166811943055,0.9329,0.1804417209148407
85,0.9311599999618531,0.19026690778255462,0.9333,0.18307371349334717
86,0.93206,0.18669506727695465,0.935,0.18032632932662965
87,0.93216,0.18823169205665588,0.9347,0.17899837908744812
88,0.9321600000381469,0.18392487439155578,0.9352,0.1782390748500824
89,0.933099999961853,0.1855357803583145,0.9348,0.178409184217453
90,0.9326799999809265,0.18263074009895325,0.9344,0.17867966265678406
91,0.933419999961853,0.18215855179786683,0.9352,0.1773763768196106
92,0.9343800000381469,0.18269652184009552,0.9352,0.17863902974128723
93,0.933600000038147,0.18042360222816467,0.9354,0.1772522358894348
94,0.9339000000190735,0.1810921508383751,0.9351,0.1777344569683075
95,0.933339999961853,0.18241698740959167,0.9359,0.1787211501121521
96,0.935219999961853,0.17640122810840606,0.9355,0.17742408413887023
97,0.9361599999618531,0.17570619522094727,0.9366,0.17820067181587218
98,0.9351599999618531,0.17567845059871673,0.9354,0.17822782044410707
99,0.9369400000381469,0.17191161323547363,0.9366,0.17770639481544495
100,0.93558,0.17672061026096345,0.9358,0.17762355909347535
101,0.9372200000190735,0.1708574598789215,0.935,0.18128754725456236
102,0.93678,0.17335146394729614,0.9358,0.17609859952926635
103,0.937419999961853,0.17097900987148285,0.9364,0.1754065752029419
104,0.9384800000190735,0.1678832612514496,0.9368,0.1779468490600586
105,0.9394600000190735,0.1669927110338211,0.9382,0.17648337688446045
106,0.9407000000190735,0.16536709496974944,0.9383,0.17516645750999452
107,0.938540000038147,0.16658483972549437,0.9366,0.17564054341316224
108,0.9392200000190735,0.16569426182746888,0.9367,0.17599371070861816
109,0.9396600000190735,0.16308880625009536,0.9371,0.17796458263397216
110,0.938680000038147,0.165541238489151,0.9367,0.17689999470710754
111,0.9413799999618531,0.16130346307992935,0.9359,0.1770107852458954
112,0.9406000000381469,0.1614159677028656,0.9353,0.17597003602981567
113,0.940119999961853,0.16110627791404725,0.9359,0.17634424934387208
114,0.942079999961853,0.1583729255437851,0.9363,0.1747413062095642
115,0.941480000038147,0.15662375116109847,0.9367,0.17374814081192017
116,0.9425400000190735,0.156306608543396,0.937,0.1750742156982422
117,0.942220000038147,0.15592406325340272,0.9349,0.17978544454574585
118,0.943759999961853,0.15515621551513673,0.9364,0.17713888697624205
119,0.9438599999809265,0.1525833650970459,0.9389,0.17523885498046876
120,0.94436,0.15212484820842742,0.9385,0.17519761028289796
121,0.943320000038147,0.15317645297527313,0.9374,0.17485805606842042
122,0.9463200000190735,0.1494561067008972,0.937,0.1769359121799469
123,0.9461400000190735,0.14946631457805634,0.9366,0.1758422733783722
124,0.945440000038147,0.148855131111145,0.9379,0.17668933284282684
125,0.945620000038147,0.14894863101005554,0.9382,0.17556956896781922
